state,labeler_code,total_prescriptions,total_medicaid_spending,drug_count
DE,24658,316.0,7294.79,1
DE,70000,291.0,3377.02,7
DE,46122,289.0,4858.29,8
DE,69547,276.0,8227.220000000001,2
DE,54092,272.0,65575.37,4
DE,66689,272.0,50418.46,3
DE,13925,271.0,4915.43,1
DE,64661,270.0,41416.64,1
DE,69616,262.0,246964.1,6
DE,58406,261.0,1987352.33,1
DE,52536,259.0,23420.41,4
DE,50419,258.0,101827.64,2
DE,49401,255.0,897588.76,1
DE,00245,254.0,3491.68,2
DE,51224,254.0,3155.5699999999997,2
DE,70370,245.0,0.0,3
DE,69680,243.0,1750.03,2
DE,00254,241.0,11692.150000000001,1
DE,66758,239.0,89467.07,2
DE,17270,235.0,5613.85,1
DE,00065,229.0,15537.3,2
DE,00046,224.0,50476.979999999996,4
DE,00049,223.0,48453.32000000001,3
DE,69918,217.0,5282.81,4
DE,73336,215.0,97011.64000000001,1
DE,15054,210.0,250441.31,2
DE,42023,210.0,31771.72,2
DE,00132,204.0,6955.3099999999995,3
DE,62175,196.0,5022.01,1
DE,69292,195.0,2305.9,1
DE,69639,186.0,70583.04000000001,1
DE,52652,183.0,52315.3,2
DE,11994,181.0,33937.51,3
DE,68992,177.0,155217.35,1
DE,76329,174.0,34253.53,1
DE,76385,171.0,1772.39,4
DE,68968,169.0,42683.84,1
DE,55566,163.0,28804.02,1
DE,43975,162.0,5926.610000000001,2
DE,83980,160.0,1548.1,2
DE,72626,157.0,1220587.79,1
DE,64679,157.0,7884.6900000000005,2
DE,83257,152.0,190799.0,3
DE,00430,152.0,45094.13,1
DE,80610,151.0,0.0,2
DE,68094,145.0,970.16,4
DE,00075,144.0,16595.87,1
DE,60793,137.0,90294.11,1
DE,50881,127.0,519381.0,2
DE,00944,127.0,76699.11,2
DE,72572,127.0,516.7,2
DE,00008,123.0,4160.29,1
DE,71930,120.0,2141.27,3
DE,24510,118.0,41540.1,1
DE,13533,115.0,1118685.42,2
DE,81952,114.0,10333.66,1
DE,82293,108.0,2461.03,1
DE,69557,107.0,23937.46,1
DE,65628,101.0,13977.23,1
DE,51167,99.0,7056.14,2
DE,70677,98.0,596.12,3
DE,59365,97.0,57005.259999999995,1
DE,71093,95.0,1133.72,1
DE,67386,94.0,81321.42,2
DE,67618,93.0,1224.43,1
DE,72974,91.0,342.98,1
DE,70114,88.0,357726.97,1
DE,60923,88.0,0.0,2
DE,81520,86.0,0.0,1
DE,61442,83.0,528.34,2
DE,51079,81.0,2118.21,1
DE,70127,77.0,0.0,1
DE,70594,72.0,3510.55,2
DE,81964,66.0,645.82,1
DE,64950,65.0,1605.44,1
DE,00259,64.0,54755.29,1
DE,63481,64.0,14177.33,1
DE,72266,63.0,1562.02,2
DE,67919,61.0,73327.51000000001,1
DE,65597,60.0,376348.06,1
DE,59922,60.0,63606.380000000005,1
DE,75987,60.0,0.0,1
DE,82009,59.0,1996.49,1
DE,00703,58.0,4470.5599999999995,2
DE,73594,55.0,52953.31,1
DE,51754,55.0,1148.4899999999998,1
DE,14789,54.0,83.0,1
DE,70860,53.0,838.5699999999999,2
DE,68546,53.0,0.0,1
DE,73302,51.0,2323.76,1
DE,64406,50.0,400344.04,1
DE,71390,48.0,12127.18,1
DE,52427,47.0,7003.58,1
DE,62135,46.0,625.6300000000001,2
DE,66215,45.0,51880.95,3
DE,52276,44.0,0.0,1
DE,72028,44.0,0.0,1
DE,81672,44.0,0.0,1
DE,00113,43.0,339.82,2
DE,00187,43.0,0.0,1
DE,80803,42.0,173321.8,1
DE,80491,41.0,19848.65,1
DE,76282,41.0,283.85,2
DE,63402,39.0,61933.61,1
DE,10019,39.0,12211.939999999999,2
DE,83831,38.0,9420.0,1
DE,64208,38.0,0.0,1
DE,68516,36.0,27367.370000000003,1
DE,68875,36.0,0.0,1
DE,00037,35.0,5904.08,1
DE,17433,35.0,2373.47,1
DE,51144,33.0,198183.08,1
DE,63739,30.0,552.69,1
DE,57970,26.0,219070.14,1
DE,72512,26.0,35793.28,1
DE,00486,26.0,306.29,1
DE,43376,25.0,260353.84000000003,1
DE,60951,25.0,862.56,1
DE,54123,24.0,17482.72,1
DE,69751,24.0,5900.5,1
DE,70095,24.0,723.96,1
DE,71351,24.0,412.16,1
DE,66887,23.0,43286.4,1
DE,68817,22.0,62695.05,1
DE,10147,22.0,2018.94,1
DE,42543,21.0,499.11,1
DE,00085,20.0,58688.9,1
DE,50268,20.0,297.24,1
DE,55135,16.0,0.0,1
DE,62484,15.0,11022.11,1
DE,21724,15.0,5081.82,1
DE,73473,15.0,269.5,1
DE,29033,15.0,167.16,1
DE,51862,14.0,330.38,1
DE,73154,14.0,0.0,1
DE,76125,13.0,50358.82,1
DE,71656,13.0,1145.69,1
DE,37205,13.0,0.0,1
DE,76075,12.0,7494.36,1
DE,72426,12.0,4880.25,1
DE,70727,12.0,4099.53,1
DE,82667,12.0,3894.9,1
DE,64896,12.0,1695.27,1
DE,82182,12.0,1490.18,1
DE,83745,12.0,368.99,1
DE,73562,11.0,29655.67,1
DE,10370,11.0,15590.45,1
DE,83034,11.0,6200.0,1
DE,62856,11.0,3750.83,1
DE,13517,11.0,1293.61,1
DE,42494,11.0,537.35,1
DE,82260,11.0,98.55,1
DE,00013,11.0,0.0,1
DE,00299,11.0,0.0,1
DE,70165,11.0,0.0,1
DE,81942,11.0,0.0,1
FL,65862,818860.0,8739152.49,109
FL,31722,454558.0,7624512.68,98
FL,60505,433954.0,7572241.66,68
FL,00093,433534.0,8553527.7,80
FL,68462,392927.0,4938446.25,75
FL,00173,391813.0,42785549.83,16
FL,29300,371119.0,2597850.01,32
FL,68180,337140.0,4673924.27,67
FL,68382,318122.0,3381638.84,57
FL,45802,295221.0,4481718.46,43
FL,00054,293292.0,6063011.89,34
FL,67877,290548.0,3644697.91,64
FL,57237,275361.0,2042669.35,37
FL,00378,272408.0,5478032.67,83
FL,59651,269019.0,4901231.76,83
FL,00143,266747.0,2528397.8,45
FL,62332,247459.0,2382898.37,65
FL,64380,226720.0,1897258.23,40
FL,70010,222808.0,2766102.31,26
FL,43547,219347.0,1986802.41,36
FL,51672,217886.0,2504450.06,47
FL,55111,216177.0,2702174.47,41
FL,16571,213511.0,2236375.4,44
FL,50111,206277.0,1212889.64,7
FL,00121,198501.0,3686985.22,23
FL,65162,161658.0,3538079.88,52
FL,16714,156257.0,2227150.11,105
FL,23155,155856.0,1616482.53,67
FL,00228,150497.0,986901.3,16
FL,69097,147893.0,4816616.67,44
FL,00781,143704.0,4265011.46,48
FL,68645,135678.0,951927.73,16
FL,42806,131232.0,1946469.94,29
FL,69315,130248.0,1338859.6199999999,23
FL,66993,128211.0,18021336.96,17
FL,13668,128047.0,1679632.34,29
FL,00406,127514.0,2705258.22,14
FL,33342,123280.0,1564954.16,44
FL,69238,120645.0,3692074.37,39
FL,72205,119095.0,2758511.17,30
FL,63323,118748.0,1259445.59,85
FL,43598,112938.0,2476156.95,63
FL,50228,106688.0,1144469.67,26
FL,21922,106179.0,2167876.87,21
FL,59417,105745.0,38582428.84,1
FL,72888,101475.0,1178879.88,40
FL,00409,98235.0,590509.33,53
FL,60219,96910.0,1777458.6199999999,21
FL,27241,95491.0,2170668.08,31
FL,00169,94334.0,113020268.35,24
FL,00002,92671.0,57660734.95,30
FL,00186,92143.0,21831564.85,4
FL,70954,89713.0,1884755.08,38
FL,68001,88876.0,910948.82,63
FL,00003,85681.0,45574272.26,16
FL,00597,85157.0,50152179.8,15
FL,00115,84464.0,2975318.7,20
FL,70700,82190.0,1276507.88,32
FL,70710,79283.0,2005145.1500000001,45
FL,00088,79142.0,7402746.07,5
FL,00168,77568.0,1633756.3699999999,13
FL,75907,76848.0,1331165.8499999999,20
FL,00338,74717.0,1880288.99,23
FL,10702,73307.0,1080022.86,16
FL,72578,72536.0,682391.71,28
FL,00487,71662.0,1717345.46,3
FL,00641,66486.0,222455.91999999998,32
FL,70756,66326.0,1128829.18,29
FL,69452,66126.0,1192958.93,43
FL,61314,65064.0,1044336.39,20
FL,64980,64675.0,1276535.28,44
FL,13107,63564.0,627864.1900000001,8
FL,13811,61701.0,2351100.03,6
FL,00603,61638.0,1140447.5,12
FL,53746,60865.0,848737.46,15
FL,00574,60258.0,996205.97,15
FL,00555,58050.0,855594.56,30
FL,24208,57263.0,2602492.96,26
FL,64850,56754.0,1384840.28,4
FL,42192,54503.0,903109.99,10
FL,27808,53905.0,835260.93,10
FL,52817,52237.0,828084.76,22
FL,70752,50250.0,552895.69,12
FL,00185,49325.0,532911.89,6
FL,69367,48843.0,722676.62,32
FL,00187,46504.0,1779405.04,7
FL,49483,46486.0,337061.14,10
FL,50458,46364.0,66018004.98,12
FL,00310,46169.0,48997950.49,19
FL,00172,44211.0,261768.86000000002,6
FL,68791,40076.0,1468061.3,2
FL,47781,39800.0,493302.82,13
FL,76204,37953.0,708894.68,4
FL,50742,36883.0,844182.42,29
FL,00832,36872.0,926473.01,29
FL,00264,34935.0,368585.06,15
FL,72572,34345.0,504143.24,22
FL,00642,34082.0,5624357.66,9
FL,67457,33870.0,298758.02999999997,26
FL,70069,33435.0,503290.09,31
FL,16729,32385.0,429616.68,37
FL,70377,32289.0,961204.74,16
FL,00078,32055.0,73693421.07000001,30
FL,59746,30716.0,346357.02,13
FL,00517,30432.0,1081908.74,17
FL,42858,29946.0,586212.05,9
FL,00074,29736.0,153511951.85,20
FL,42571,29165.0,851475.12,22
FL,73070,29084.0,4366674.6,2
FL,00024,28984.0,97524085.44999999,12
FL,71288,28695.0,363637.09,30
FL,00527,28200.0,1236096.3,28
FL,00713,28169.0,811757.6900000001,20
FL,00006,27632.0,40011654.11,14
FL,00069,26621.0,31956533.04,25
FL,00591,26398.0,951502.72,43
FL,00009,26051.0,235968.06,9
FL,51991,25799.0,638602.23,15
FL,59762,25771.0,429267.33,26
FL,61958,25477.0,97036441.89,12
FL,62559,24829.0,835690.71,25
FL,63304,24712.0,328036.38,11
FL,49884,24642.0,1286974.01,24
FL,49230,24187.0,1336773.87,3
FL,00023,23912.0,16265999.39,13
FL,50242,23758.0,97499103.53999999,22
FL,72603,23308.0,412433.31,53
FL,12496,23099.0,11459485.77,3
FL,00116,22443.0,291190.7,4
FL,24979,22248.0,349308.97,12
FL,81964,21064.0,247095.96000000002,1
FL,61874,20671.0,29891621.849999998,2
FL,55150,19965.0,298587.62,35
FL,00472,19816.0,751691.98,11
FL,11534,19711.0,124965.74,3
FL,72266,19303.0,43745.62,13
FL,69584,18566.0,151402.27,9
FL,47335,18369.0,1360853.63,19
FL,55513,17809.0,27440063.65,22
FL,62756,16951.0,305943.89,14
FL,58657,16760.0,147579.49,16
FL,61442,16642.0,117079.83,6
FL,00904,16367.0,148289.5,33
FL,54838,15930.0,480851.91000000003,6
FL,72485,15620.0,211438.6,10
FL,17772,15314.0,8859105.53,3
FL,00430,15009.0,3042777.34,1
FL,00456,14697.0,6981154.76,5
FL,59148,14302.0,31699838.73,6
FL,71376,14253.0,6238768.9,1
FL,50474,13687.0,22233713.08,6
FL,70121,13281.0,300134.24,12
FL,49502,13261.0,3063579.72,4
FL,54092,13207.0,7681617.95,6
FL,78206,13167.0,6439542.54,9
FL,70436,12367.0,346725.62,19
FL,70127,12072.0,44697676.410000004,1
FL,35573,11998.0,515956.85,7
FL,00548,11688.0,4183363.07,5
FL,81952,11688.0,85452.49,2
FL,44567,11250.0,152100.65,14
FL,68682,10929.0,1597034.34,11
FL,42385,10702.0,222776.39,6
FL,25021,10596.0,74411.61,43
FL,00469,9967.0,6516696.42,8
FL,57664,9946.0,500690.5,15
FL,49702,9740.0,32384339.27,8
FL,72241,9407.0,59306.2,5
FL,72252,9388.0,13885796.5,1
FL,42799,9289.0,135730.17,11
FL,58914,9182.0,3240437.8,2
FL,76045,8829.0,71756.5,9
FL,60758,8716.0,300913.13,4
FL,75834,8251.0,219062.44,11
FL,45963,8221.0,82744.37,7
FL,59676,8095.0,14738182.11,7
FL,24478,7430.0,3404665.96,4
FL,52246,7391.0,1852441.3599999999,2
FL,72618,7278.0,10698749.0,1
FL,39328,7141.0,70217.52,6
FL,51862,7116.0,752015.0,14
FL,50419,6713.0,9919967.76,15
FL,43386,6438.0,351777.99,8
FL,57894,6359.0,52903798.59,11
FL,71930,6297.0,84984.25,5
FL,65649,6277.0,8498432.68,7
FL,55724,6124.0,4732528.36,1
FL,75826,6028.0,48084.17,4
FL,00480,5995.0,1319770.44,15
FL,61755,5633.0,4804355.7299999995,4
FL,66758,5447.0,917786.78,6
FL,43975,5386.0,222897.98,3
FL,64764,5377.0,6277087.43,7
FL,60842,5340.0,3231144.79,1
FL,60687,5337.0,50764.5,7
FL,72511,5076.0,2794411.79,3
FL,59310,5018.0,1153915.6199999999,4
FL,00046,4970.0,1800318.51,2
FL,70512,4951.0,39066.54,6
FL,00032,4840.0,10250602.6,1
FL,69616,4836.0,10611885.86,2
FL,71699,4810.0,6397147.5200000005,1
FL,59011,4722.0,2206085.9,2
FL,55494,4578.0,636752.63,2
FL,76385,4418.0,62282.16,6
FL,00037,4279.0,979803.22,4
FL,83980,4263.0,33506.73,3
FL,14539,4225.0,32904.26,1
FL,63402,4216.0,7593446.74,2
FL,46122,4097.0,35965.98,6
FL,72060,4080.0,6572835.72,1
FL,52268,4063.0,477934.55,4
FL,00245,4053.0,1057597.8699999999,8
FL,68094,4040.0,28376.3,5
FL,00013,4015.0,23539335.18,2
FL,65757,4002.0,8162623.75,3
FL,36000,3992.0,12899.01,9
FL,69680,3775.0,19273.27,2
FL,65038,3715.0,1534112.1,1
FL,71671,3680.0,737176.81,1
FL,44206,3673.0,7781438.46,4
FL,51759,3614.0,6490479.09,3
FL,71093,3449.0,23514.95,5
FL,72516,3448.0,37772.78,2
FL,53489,3422.0,31492.31,6
FL,62175,3345.0,158180.74,7
FL,70370,3126.0,25392246.2,3
FL,62135,3054.0,59137.350000000006,13
FL,00944,3028.0,11147408.57,7
FL,11527,2997.0,39480.41,1
FL,70860,2989.0,1776.29,9
FL,70748,2979.0,122211.64,9
FL,83257,2936.0,1072425.8,4
FL,52652,2885.0,1458226.71,8
FL,59338,2852.0,181574.01,1
FL,54643,2832.0,343515.68,2
FL,00536,2807.0,49191.56,14
FL,69292,2761.0,47433.29,6
FL,00990,2682.0,13742.39,5
FL,51167,2636.0,67573370.67,5
FL,00703,2628.0,14674.54,9
FL,61703,2488.0,31659.1,6
FL,42023,2481.0,151897.34,12
FL,62037,2479.0,61710.54,2
FL,70594,2456.0,213111.19999999998,4
FL,55566,2451.0,422330.91,2
FL,58406,2434.0,18679340.41,3
FL,80610,2390.0,2109083.29,1
FL,69918,2263.0,129643.39,5
FL,10572,2210.0,38550.49,3
FL,13533,2194.0,6474088.43,6
FL,68546,2168.0,15984203.67,3
FL,64950,2140.0,79153.01,8
FL,59353,2138.0,141380.98,2
FL,71921,1955.0,44215.17,7
FL,82293,1905.0,72745.81,2
FL,70727,1840.0,636282.58,2
FL,24201,1829.0,24173.12,1
FL,49401,1801.0,6406057.14,1
FL,81298,1800.0,6058.85,1
FL,17270,1757.0,41309.14,1
FL,73562,1688.0,4181683.2,2
FL,60793,1671.0,513752.33,2
FL,66689,1657.0,217271.63,6
FL,00131,1636.0,2137692.06,1
FL,43376,1625.0,21578131.82,1
FL,11994,1612.0,127597.47,3
FL,76329,1580.0,25779.18,7
FL,60846,1579.0,90126.24,1
FL,65219,1559.0,79436.25,9
FL,59365,1518.0,1662182.43,1
FL,13925,1498.0,54674.79,4
FL,72611,1485.0,411.28,3
FL,70095,1481.0,27763.010000000002,4
FL,52536,1475.0,338226.05,8
FL,82625,1435.0,561562.46,1
FL,68968,1433.0,348192.43,4
FL,00008,1400.0,25942.97,2
FL,61269,1357.0,1617290.24,6
FL,71770,1326.0,1930124.05,1
FL,69230,1264.0,10034.09,2
FL,62935,1258.0,5270075.03,2
FL,81968,1213.0,1160200.6300000001,3
FL,71656,1208.0,50848.64,5
FL,00562,1205.0,110197.3,1
FL,73473,1187.0,47468.66,2
FL,67386,1180.0,4877703.52,3
FL,50881,1167.0,5717416.92,2
FL,82009,1140.0,19832.66,23
FL,73362,1134.0,9196640.09,1
FL,00254,1116.0,127924.68,2
FL,51224,1096.0,9565.09,5
FL,71839,1078.0,477274.45,3
FL,68992,1062.0,605009.24,1
FL,82182,1030.0,104495.59000000001,1
FL,00407,1017.0,24614.219999999998,2
FL,10094,990.0,1916250.18,1
FL,24689,940.0,8615.01,2
FL,72626,932.0,7128950.34,1
FL,00113,918.0,131.47,6
FL,62856,896.0,4123996.03,5
FL,64370,895.0,692039.14,1
FL,69339,894.0,6171.34,4
FL,76282,872.0,3681.0099999999998,8
FL,59572,853.0,10702752.19,4
FL,66215,847.0,11163421.97,5
FL,73302,843.0,47802.31,1
FL,66658,840.0,2972636.02,2
FL,46287,838.0,408402.11,5
FL,43068,799.0,2884877.65,2
FL,69557,794.0,429667.93,1
FL,73336,781.0,354774.43,1
FL,84386,764.0,9021.89,1
FL,52427,748.0,114230.63,3
FL,00955,741.0,81975.67,2
FL,63646,705.0,9541.66,1
FL,65597,699.0,3595430.5300000003,1
FL,82260,696.0,54353.44,2
FL,71104,684.0,18633547.22,3
FL,65250,673.0,29299.23,2
FL,60923,665.0,23469383.86,3
FL,44523,653.0,13314.68,3
FL,00004,639.0,925705.97,1
FL,63459,627.0,380416.87,2
FL,81520,619.0,406639.33999999997,1
FL,71351,603.0,473.93,1
FL,52856,596.0,6931803.2299999995,1
FL,71349,595.0,558369.85,1
FL,51660,574.0,1398.69,4
FL,58468,572.0,8401326.58,7
FL,29033,568.0,32349.82,5
FL,00065,555.0,58312.29,4
FL,83634,555.0,2472.61,6
FL,72319,553.0,14297.99,3
FL,68308,542.0,337499.39,5
FL,53436,541.0,490675.48,1
FL,00075,540.0,2775.41,1
FL,70165,516.0,281008.46,2
FL,59385,515.0,408065.05,2
FL,51801,512.0,13365.02,1
FL,64406,496.0,8537995.34,6
FL,15054,495.0,745919.18,3
FL,83745,495.0,10689.09,3
FL,28595,465.0,103925.81,1
FL,42794,449.0,14465.3,3
FL,62484,443.0,438511.1,2
FL,59767,440.0,1076336.18,1
FL,66302,439.0,4632757.36,4
FL,66794,436.0,170091.77000000002,2
FL,58151,433.0,156253.9,3
FL,10370,433.0,26790.34,4
FL,51754,410.0,13110.3,4
FL,76075,396.0,676469.52,1
FL,42494,396.0,31513.910000000003,2
FL,24338,394.0,2872939.08,2
FL,00299,390.0,1588005.99,2
FL,66733,382.0,791058.46,1
FL,69751,381.0,141987.46,2
FL,70114,379.0,296024.37,2
FL,81140,372.0,688647.05,1
FL,39822,367.0,4252.22,3
FL,75987,354.0,17444971.28,5
FL,51144,354.0,3080072.37,4
FL,73154,349.0,791527.8200000001,2
FL,68135,344.0,11364169.25,4
FL,82194,344.0,9337023.24,1
FL,54123,342.0,227105.84,1
FL,82576,337.0,1356916.05,1
FL,80005,336.0,8224.66,2
FL,63020,335.0,3557591.9699999997,2
FL,59137,333.0,193446.16,1
FL,54482,332.0,16741.11,1
FL,55135,326.0,1351305.62,1
FL,42543,323.0,11143.380000000001,3
FL,00052,320.0,20568.37,1
FL,63090,318.0,9275841.54,2
FL,76125,317.0,501497.53,3
FL,42747,311.0,7212950.08,1
FL,83034,298.0,656864.06,1
FL,69076,297.0,10136.11,2
FL,68875,295.0,13246803.15,1
FL,72974,288.0,578199.79,2
FL,81665,281.0,41273.95,4
FL,64679,279.0,5746.67,5
FL,58284,272.0,461291.75999999995,1
FL,00575,270.0,421334.25,1
FL,68982,266.0,2040902.67,3
FL,64896,259.0,312918.46,2
FL,80830,259.0,5355.02,2
FL,47426,257.0,26721.69,2
FL,73059,249.0,142082.66999999998,1
FL,67308,248.0,26576.68,1
FL,50222,245.0,635686.7,3
FL,00259,241.0,93201.78,2
FL,81672,238.0,344366.92000000004,1
FL,66220,238.0,41329.74,3
FL,42457,235.0,679982.46,1
FL,52244,235.0,52722.45,1
FL,68817,231.0,253762.45,1
FL,10122,226.0,12603076.41,4
FL,67919,222.0,503554.83,1
FL,68727,214.0,3047970.31,3
FL,82685,213.0,3312.3100000000004,1
FL,71863,204.0,641367.39,1
FL,72065,195.0,109964.55,1
FL,73462,192.0,232024.56,1
FL,59467,190.0,36187.6,2
FL,59922,183.0,201374.83,2
FL,72426,182.0,73096.39,2
FL,10019,181.0,19762.010000000002,3
FL,10631,180.0,8495.01,2
FL,81942,179.0,339807.41000000003,1
FL,75854,178.0,53896.509999999995,3
FL,79378,175.0,9201873.96,2
FL,51079,166.0,1215.13,3
FL,65628,161.0,72033.81,1
FL,52747,160.0,4570.16,4
FL,57844,158.0,80308.98000000001,1
FL,82829,158.0,54079.92,1
FL,25682,154.0,4800865.99,2
FL,58394,154.0,444159.29000000004,1
FL,68418,152.0,851751.29,1
FL,75626,151.0,1907724.23,1
FL,24492,150.0,637346.45,1
FL,72028,148.0,1826036.17,1
FL,73606,148.0,51798.869999999995,1
FL,73475,144.0,2919569.0300000003,2
FL,69911,142.0,4021776.39,1
FL,27437,138.0,21874.2,2
FL,11797,137.0,7473047.85,1
FL,82667,137.0,67865.26,2
FL,00071,135.0,53967.64,2
FL,51285,134.0,53263.28,4
FL,66685,131.0,1455.3899999999999,1
FL,63833,127.0,2843910.21,2
FL,69543,127.0,4622.18,2
FL,71837,125.0,272170.7,1
FL,70000,125.0,2311.94,1
FL,71258,124.0,181584.79,1
FL,68084,124.0,3087.8199999999997,2
FL,42388,123.0,2847097.45,1
FL,00049,123.0,12727.439999999999,4
FL,71776,122.0,15406.61,1
FL,71143,113.0,77563.53,1
FL,72495,112.0,25019.73,2
FL,81284,112.0,1737.09,1
FL,71715,109.0,648278.8,1
FL,73594,108.0,37978.58,1
FL,50268,108.0,12.63,1
FL,73179,107.0,3312525.44,1
FL,82580,105.0,73263.67,1
FL,68516,105.0,7331.139999999999,1
FL,69639,104.0,44273.61,1
FL,00132,99.0,0.0,1
FL,80789,97.0,875215.9099999999,1
FL,69794,95.0,1120797.77,1
FL,80491,95.0,45798.49,1
FL,65145,93.0,109.6,1
FL,72990,92.0,13730.37,1
FL,10542,92.0,736.0,1
FL,72579,91.0,1284202.74,1
FL,50102,91.0,549.98,1
FL,60432,90.0,2076.31,4
FL,70505,88.0,6199.43,1
FL,81033,86.0,16735.91,2
FL,14789,86.0,0.0,1
FL,59627,84.0,723568.46,1
FL,69547,82.0,4978.22,1
FL,52709,80.0,30283.22,1
FL,52015,77.0,307396.72,1
FL,72819,74.0,4111.360000000001,1
FL,67253,74.0,2423.79,1
FL,66887,73.0,418011.03,2
FL,83860,71.0,1903100.9100000001,1
FL,45043,69.0,2478363.59,1
FL,83787,69.0,130038.41,1
FL,00026,65.0,428762.20999999996,1
FL,73521,65.0,42662.69,1
FL,82950,64.0,2277113.67,1
FL,70644,64.0,219916.71000000002,1
FL,70539,64.0,176322.48,1
FL,52276,63.0,68748.55,1
FL,79802,62.0,1581993.23,1
FL,57962,62.0,1003926.19,1
FL,72829,61.0,1998330.26,1
FL,62064,61.0,533773.13,2
FL,13517,61.0,2406.99,1
FL,83723,57.0,49500.880000000005,1
FL,11980,55.0,9861.33,1
FL,73683,49.0,122016.70000000001,1
FL,72187,48.0,1044480.54,1
FL,81583,48.0,685246.63,1
FL,71767,48.0,292948.11,1
FL,73604,47.0,1000049.79,1
FL,70255,47.0,632783.72,2
FL,42367,47.0,88433.43,1
FL,80056,47.0,82181.98999999999,1
FL,74676,47.0,53469.42,1
FL,71369,46.0,908397.4299999999,1
FL,62225,45.0,2703.77,1
FL,83301,45.0,138.27,1
FL,74157,44.0,35756.69,1
FL,43066,44.0,281.74,2
FL,55292,43.0,378523.3,1
FL,72606,43.0,118447.04,2
FL,64597,41.0,51302.68,1
FL,71558,39.0,615379.9199999999,1
FL,73684,39.0,54277.13,1
FL,70482,38.0,125451.26999999999,1
FL,24658,37.0,316.63,1
FL,64842,36.0,608304.1,1
FL,82584,36.0,11392.48,1
FL,78670,35.0,574145.36,1
FL,72893,35.0,228326.7,1
FL,59630,32.0,57214.17,1
FL,63481,31.0,6914.51,1
FL,61990,29.0,0.0,1
FL,73650,28.0,208936.0,1
FL,80739,26.0,440487.95999999996,1
FL,54436,25.0,15487.599999999999,1
FL,73292,24.0,1015821.76,1
FL,59528,24.0,378.01,1
FL,70515,23.0,8115.75,1
FL,24385,23.0,714.0899999999999,1
FL,52544,20.0,1347.73,1
FL,10147,19.0,612.35,1
FL,63739,19.0,0.0,1
FL,67979,17.0,786208.09,1
FL,57970,16.0,51647.39,1
FL,71390,16.0,0.0,1
FL,70437,15.0,322533.8,1
FL,70301,14.0,16780.49,1
FL,68025,14.0,8361.83,1
FL,84054,14.0,3775.22,1
FL,59923,14.0,0.0,1
FL,64208,13.0,103357.93,1
FL,69800,13.0,89485.57,1
FL,69809,13.0,23857.24,1
FL,70677,13.0,445.77,1
FL,00486,13.0,423.05,1
FL,82448,12.0,132469.23,1
FL,70564,12.0,29735.6,1
FL,70842,12.0,17018.49,1
FL,71773,12.0,9963.0,1
FL,72694,11.0,434782.69,1
FL,81749,11.0,201013.6,1
FL,57841,11.0,8722.97,1
FL,53451,11.0,7167.3,1
FL,68134,11.0,4597.17,1
FL,23635,11.0,2518.38,1
FL,74725,11.0,1487.81,1
FL,69784,11.0,1359.81,1
FL,00281,11.0,366.51,1
GA,65862,561236.0,4804589.06,108
GA,00093,321565.0,6116281.59,74
GA,31722,311718.0,3934416.78,92
GA,29300,310181.0,2390124.57,32
GA,68180,282667.0,3106313.2800000003,62
GA,45802,235045.0,2195824.24,48
GA,16571,233388.0,1421380.64,39
GA,68462,218879.0,2371022.65,67
GA,68382,209212.0,2033958.32,59
GA,68001,208011.0,2231203.22,70
GA,60505,187471.0,2443778.62,63
GA,16714,187376.0,2336362.71,102
GA,67877,187080.0,1989622.47,51
GA,43547,177442.0,1673427.88,36
GA,59651,164066.0,1653431.86,72
GA,69097,154585.0,1785456.25,39
GA,51672,149590.0,1572431.22,50
GA,66993,146369.0,15528503.66,17
GA,00054,134781.0,1710366.35,33
GA,00121,132460.0,1557904.71,26
GA,57237,131307.0,1104773.02,38
GA,00406,130888.0,3016617.22,16
GA,00378,122499.0,2826073.34,77
GA,13668,121937.0,988250.35,29
GA,70010,121116.0,1530826.43,26
GA,68645,117652.0,542246.52,16
GA,49483,117602.0,499866.58,10
GA,55111,117185.0,1327533.3,37
GA,00143,112145.0,972137.68,29
GA,62332,112083.0,1045094.74,57
GA,70710,104704.0,1353889.3699999999,39
GA,00173,100824.0,15600426.11,14
GA,50111,97913.0,599443.79,7
GA,27241,95674.0,1417672.1199999999,28
GA,69315,95304.0,845331.15,20
GA,00904,92902.0,583418.15,55
GA,65162,90370.0,1397027.24,51
GA,13811,89601.0,1989433.49,3
GA,42806,88439.0,868103.24,29
GA,50228,74089.0,745002.69,27
GA,23155,73831.0,816036.4,57
GA,21922,66650.0,999236.96,20
GA,70954,65449.0,629746.72,35
GA,64980,64591.0,940571.68,38
GA,72888,64384.0,721400.08,39
GA,00555,62337.0,700399.7,31
GA,64380,59453.0,528652.51,37
GA,00168,58103.0,494560.48,13
GA,43598,57496.0,758804.4400000001,37
GA,00002,57493.0,30216495.19,23
GA,00536,56706.0,447750.41,44
GA,33342,56497.0,575018.16,39
GA,00781,55945.0,2904411.7199999997,42
GA,72205,53322.0,626490.66,26
GA,69452,50450.0,439160.26,30
GA,00487,50352.0,820676.55,4
GA,53746,50031.0,518925.16000000003,16
GA,69238,49434.0,723309.11,32
GA,00228,49417.0,545232.83,16
GA,00115,48321.0,1651953.21,16
GA,00310,47875.0,19273807.15,14
GA,64850,45930.0,912316.44,4
GA,70752,45924.0,341391.3,11
GA,60219,45170.0,443585.84,14
