state,labeler_code,total_prescriptions,total_medicaid_spending,drug_count
RI,65628,552.0,246753.58,1
RI,24979,550.0,22508.34,6
RI,42192,538.0,13454.1,5
RI,55150,537.0,25475.8,6
RI,00065,534.0,5182.53,7
RI,72511,533.0,297807.85,1
RI,75834,530.0,10526.0,5
RI,00046,528.0,143713.12,3
RI,72252,522.0,809363.51,3
RI,00548,505.0,177295.4,3
RI,81952,499.0,15415.83,2
RI,59011,481.0,425001.95999999996,1
RI,50474,469.0,1696762.69,8
RI,58406,443.0,3485421.02,1
RI,50419,439.0,477161.73,3
RI,70512,439.0,15978.66,3
RI,54092,434.0,164123.4,4
RI,73302,426.0,17320.96,1
RI,59746,425.0,4880.91,8
RI,75826,422.0,6292.3,3
RI,00469,417.0,166221.75,3
RI,59385,416.0,281086.08,7
RI,17772,405.0,187787.31,4
RI,72060,401.0,676919.92,2
RI,14539,398.0,3290.8999999999996,1
RI,65038,389.0,159377.16999999998,1
RI,69918,372.0,8731.67,3
RI,71093,349.0,9875.61,2
RI,71376,336.0,152165.6,1
RI,54436,323.0,201302.96,3
RI,42799,322.0,5846.79,4
RI,00245,322.0,4373.66,4
RI,57894,316.0,5427553.5,5
RI,24478,308.0,155492.21,3
RI,00186,286.0,78542.31,3
RI,52652,261.0,125496.73,5
RI,44567,256.0,893.46,1
RI,71656,255.0,4923.92,2
RI,00703,255.0,1269.05,2
RI,00113,246.0,5053.39,1
RI,57844,244.0,140221.08,1
RI,51862,237.0,4939.639999999999,3
RI,62037,234.0,3128.05,2
RI,60793,221.0,78247.75,2
RI,68094,218.0,2250.29,4
RI,39328,214.0,2042.3899999999999,3
RI,70127,212.0,572112.68,1
RI,58284,209.0,351839.52,1
RI,81968,209.0,218762.49,2
RI,72266,208.0,596.3499999999999,1
RI,69292,206.0,1933.62,1
RI,59676,203.0,655701.45,2
RI,81520,190.0,130620.13,1
RI,72065,187.0,123151.76,1
RI,60687,187.0,1993.8700000000001,3
RI,59365,180.0,195064.46000000002,1
RI,10572,170.0,2622.13,2
RI,13533,166.0,296672.74,2
RI,61703,154.0,2731.1,2
RI,00642,150.0,27724.059999999998,2
RI,64950,149.0,2015.3600000000001,1
RI,70748,145.0,5910.35,2
RI,69616,144.0,153415.91,4
RI,73336,141.0,71091.64,1
RI,00299,138.0,245165.09,2
RI,71839,137.0,22156.49,2
RI,70370,130.0,1006396.12,3
RI,00187,126.0,129450.62,3
RI,64406,124.0,879092.52,1
RI,51754,119.0,1484.85,1
RI,52246,117.0,25951.68,1
RI,52536,110.0,9861.65,3
RI,67618,108.0,1470.75,1
RI,68992,104.0,75663.22,1
RI,62175,102.0,3054.35,5
RI,24385,101.0,431.75,5
RI,49401,100.0,487873.93999999994,1
RI,82576,98.0,400748.64,1
RI,68546,97.0,574203.11,1
RI,00254,97.0,5937.02,1
RI,00990,94.0,550.79,1
RI,55724,86.0,65924.45,1
RI,00562,82.0,7692.03,2
RI,54123,75.0,38601.63,1
RI,50881,74.0,150580.76,1
RI,71699,74.0,86463.64,1
RI,11527,71.0,1094.6599999999999,1
RI,25021,71.0,342.42,4
RI,62484,70.0,57254.619999999995,1
RI,59353,68.0,6464.42,1
RI,50268,68.0,577.8,2
RI,00430,66.0,15288.61,1
RI,61442,65.0,520.03,1
RI,69339,63.0,329.53,2
RI,73154,62.0,125366.6,1
RI,69680,60.0,444.9,1
RI,13925,59.0,1288.8600000000001,1
RI,70727,58.0,19281.05,2
RI,00944,57.0,269248.61,2
RI,50222,53.0,215208.52000000002,2
RI,66689,53.0,32894.1,1
RI,51167,52.0,1437113.01,1
RI,81672,52.0,76063.66,1
RI,68875,51.0,2347191.33,1
RI,72974,51.0,63365.770000000004,1
RI,67386,50.0,173179.7,1
RI,57782,49.0,443.77,1
RI,81942,48.0,95493.75,1
RI,66302,46.0,360261.97,1
RI,60631,45.0,12656.119999999999,1
RI,43376,44.0,731662.74,1
RI,66215,44.0,577053.96,1
RI,73562,43.0,136015.1,1
RI,62011,43.0,167.89,1
RI,28595,42.0,8805.33,1
RI,66887,41.0,36026.57,1
RI,69784,38.0,3419.51,1
RI,69547,38.0,1739.2,1
RI,29033,38.0,638.49,2
RI,71930,38.0,282.12,2
RI,44206,36.0,14496.05,2
RI,63646,36.0,447.16,1
RI,82625,35.0,15717.740000000002,1
RI,68968,30.0,8168.46,1
RI,82182,29.0,3269.9,1
RI,62856,26.0,19541.010000000002,2
RI,65597,25.0,385084.27,1
RI,60842,25.0,18100.8,1
RI,00052,25.0,2753.24,1
RI,80491,23.0,11227.130000000001,1
RI,51525,22.0,384.62,1
RI,65219,16.0,56306.61,1
RI,72426,16.0,6495.12,1
RI,81033,15.0,191.26,1
RI,42023,14.0,971.42,1
RI,70594,14.0,719.7,1
RI,42794,14.0,269.39,1
RI,51079,14.0,65.79,1
RI,59572,13.0,87611.86,1
RI,62135,13.0,266.86,1
RI,52276,12.0,26875.73,1
RI,00955,12.0,6246.28,1
RI,00096,12.0,152.6,1
RI,82293,12.0,137.9,1
RI,76075,11.0,34219.02,1
RI,63402,11.0,16964.41,1
RI,82580,11.0,7640.05,1
RI,58151,11.0,2907.7,1
RI,42543,11.0,319.69,1
RI,24201,11.0,38.52,1
SC,65862,325671.0,2557571.87,95
SC,29300,180940.0,933520.33,30
SC,00093,165994.0,1487957.69,60
SC,69097,154549.0,2051159.0,32
SC,16571,153645.0,751173.13,34
SC,31722,142759.0,1754429.15,79
SC,68180,140091.0,1463942.0,54
SC,59651,106235.0,1129166.23,69
SC,68462,100037.0,1179339.94,51
SC,43547,92023.0,727985.1,35
SC,60505,91598.0,1725245.74,51
SC,68382,91175.0,766712.43,53
SC,45802,89563.0,775457.16,44
SC,67877,85254.0,1049825.6300000001,43
SC,16714,84019.0,765760.65,82
SC,49483,80355.0,281774.17,9
SC,00054,79316.0,1088923.78,24
SC,13668,75203.0,600091.78,23
SC,00121,72988.0,689028.03,22
SC,68645,72362.0,317974.24,15
SC,70010,70258.0,1131258.96,25
SC,70710,66690.0,1281864.43,33
SC,62332,63966.0,661646.04,51
SC,00406,62695.0,1054403.21,15
SC,50111,60835.0,257202.2,6
SC,55111,59361.0,751811.71,33
SC,57237,59189.0,393370.0,27
SC,42806,58337.0,518711.16,25
SC,68001,57565.0,333970.13,59
SC,50228,56248.0,512259.04,24
SC,00143,52999.0,377933.27999999997,17
SC,00904,50209.0,302363.37,42
SC,13811,48873.0,1825257.0999999999,4
SC,00378,47730.0,754904.46,50
SC,70954,45636.0,435187.39,29
SC,27241,45363.0,777868.72,25
SC,00574,45222.0,482538.83,15
SC,51672,43781.0,613037.87,44
SC,53746,43771.0,268057.94,15
SC,72888,43666.0,448561.32,34
SC,69452,43443.0,340000.58999999997,31
SC,64980,43365.0,684857.87,36
SC,64380,42884.0,394710.87,25
SC,23155,41922.0,456582.68,50
SC,65162,41816.0,761732.81,41
SC,00169,41609.0,47304624.95,20
SC,00173,40090.0,8165504.54,12
SC,00002,40042.0,22425194.64,19
SC,69315,38152.0,282135.48,16
SC,00115,35793.0,1063029.92,15
SC,59417,35095.0,12529059.02,1
SC,00555,35020.0,406039.75,27
SC,33342,33685.0,340575.21,32
SC,10702,33079.0,241104.06,12
SC,00228,32849.0,579086.5,10
SC,00781,31522.0,654142.78,24
SC,64850,30717.0,591146.99,3
SC,72205,30227.0,543775.6,21
SC,66993,29383.0,3449742.34,14
SC,21922,28176.0,446004.3,16
SC,70377,27751.0,248884.11000000002,11
SC,69238,26109.0,351453.48,31
SC,00186,23906.0,5636499.12,3
SC,70700,23744.0,381762.59,26
SC,00088,23329.0,2142060.26,3
SC,43598,22782.0,732028.53,35
SC,72578,22744.0,205135.08,25
SC,00003,21716.0,10357273.5,9
SC,47335,21650.0,278103.3,10
SC,70752,21442.0,238776.4,11
SC,00168,21193.0,155782.8,10
SC,24208,21017.0,532854.72,18
SC,70756,20921.0,304045.14999999997,23
SC,60219,20829.0,349130.47000000003,13
SC,50742,19938.0,256354.36,20
SC,42192,18914.0,241730.34,7
SC,00536,18749.0,224772.38,43
SC,13107,18453.0,122183.91,5
SC,47781,17946.0,248985.51,14
SC,00527,17057.0,532415.41,17
SC,50458,16796.0,26491781.669999998,11
SC,63323,16785.0,187920.52,36
SC,00172,16757.0,63450.72,4
SC,00185,16582.0,160120.84,5
SC,27808,16250.0,246748.08,10
SC,72603,14295.0,118185.92,35
SC,00597,14157.0,8012657.819999999,9
SC,52817,14138.0,132660.63,16
SC,69367,13109.0,118000.95,35
SC,16729,13054.0,94679.68000000001,17
SC,00487,12917.0,257525.58000000002,4
SC,00832,12623.0,247365.7,24
SC,00603,12077.0,140122.06,10
SC,42385,12014.0,59584.64,4
SC,67457,11856.0,642710.47,13
SC,43386,11856.0,218539.76,5
SC,42571,11828.0,156285.52,20
SC,00078,11718.0,17886165.09,12
SC,71288,11418.0,101346.38,12
SC,12496,11170.0,4993834.41,3
SC,53489,11072.0,44669.18,5
SC,51991,11033.0,259255.37,16
SC,00456,10416.0,5702274.6,5
SC,57664,10154.0,115484.29,12
SC,00310,10146.0,8488472.19,13
SC,00713,9937.0,301344.58,18
SC,35573,9653.0,262800.65,4
SC,42858,9561.0,159367.81,8
SC,58657,9411.0,47260.19,15
SC,00024,9271.0,33759964.49,8
SC,00591,9075.0,113249.43,28
SC,61314,8950.0,141921.83,13
SC,49502,8865.0,2207996.95,3
SC,78206,8736.0,4526448.44,7
SC,00023,8735.0,5372037.74,18
SC,24979,8627.0,123432.33,9
SC,69584,8404.0,44748.37,8
SC,70436,8312.0,67988.6,8
SC,62756,8298.0,371650.12,7
SC,00074,8112.0,39058163.89,15
SC,62559,7985.0,347013.86,20
SC,00187,7977.0,222523.0,2
SC,49884,7931.0,555912.97,19
SC,61874,7867.0,11778921.34,2
SC,76204,7697.0,99082.99,2
SC,54838,7158.0,152280.58,6
SC,11534,7100.0,49972.8,4
SC,00009,7061.0,121313.31,7
SC,00472,6737.0,164421.63,10
SC,00517,6699.0,564907.39,5
SC,49230,6533.0,312561.02999999997,3
SC,63304,6475.0,48395.74,5
SC,00409,6386.0,32307.27,22
SC,45963,6315.0,68146.82,5
SC,00641,6223.0,6320.59,8
SC,70121,6187.0,169139.52,5
SC,72485,6136.0,103528.27,5
SC,70069,5976.0,73623.66,13
SC,59762,5928.0,108239.12,17
SC,50242,5611.0,26303820.27,15
SC,24478,5587.0,2238888.51,4
SC,00116,5534.0,41049.31,3
SC,75907,5075.0,145086.25,15
SC,59148,5015.0,9754794.44,4
SC,71376,4958.0,2074115.34,1
SC,59310,4773.0,977522.66,2
SC,55513,4755.0,4963782.05,18
SC,59746,4670.0,59038.9,8
SC,61958,4644.0,17197755.37,5
SC,81964,4601.0,34826.909999999996,1
SC,00264,4501.0,25506.07,6
SC,43975,4342.0,169105.31,2
SC,00006,4195.0,5447902.69,12
SC,00338,4171.0,47414.76,8
SC,17772,3993.0,1991115.28,3
SC,42799,3677.0,49208.81,7
SC,69230,3563.0,29504.4,7
SC,75834,3328.0,81190.94,10
SC,00548,3315.0,807726.07,4
SC,73070,3136.0,446693.45,2
SC,00069,3127.0,4689680.28,13
SC,64764,3067.0,2403953.73,4
SC,81952,2968.0,12221.23,2
SC,24658,2921.0,7803.76,1
SC,76385,2910.0,23926.58,6
SC,72241,2904.0,17331.6,5
SC,51660,2902.0,16577.67,7
SC,72252,2854.0,4040862.6,1
SC,68682,2829.0,358897.71,7
SC,55150,2785.0,106036.6,12
SC,00113,2770.0,18143.48,6
SC,69547,2674.0,128475.01000000001,1
SC,50419,2645.0,2721209.1300000004,7
SC,62037,2628.0,85198.41,3
SC,50474,2503.0,5502186.08,5
SC,44567,2496.0,7332.85,3
SC,61755,2495.0,2126529.3,3
SC,72266,2385.0,3312.43,2
SC,39328,2371.0,21268.21,5
SC,71930,2369.0,26170.81,5
SC,11527,2212.0,24046.59,1
SC,83980,2194.0,21652.76,3
SC,60758,2182.0,65439.35,3
SC,65038,2095.0,795723.44,1
SC,64950,2057.0,48363.58,3
SC,72516,2047.0,13663.82,2
SC,62175,1919.0,136499.55,6
SC,59011,1898.0,861614.5,2
SC,68094,1870.0,9515.97,5
SC,00469,1739.0,843662.9,4
SC,00032,1736.0,3163190.23,1
SC,61442,1602.0,9367.27,3
SC,00642,1542.0,438942.61,3
SC,69680,1494.0,10526.75,2
SC,46122,1487.0,16444.34,14
SC,75826,1467.0,6842.53,4
SC,65649,1431.0,2104032.98,5
SC,00430,1419.0,368888.72,1
SC,49702,1375.0,4368708.74,6
SC,70512,1374.0,8916.48,3
SC,00245,1349.0,910521.57,4
SC,00407,1341.0,7768.87,1
SC,57894,1321.0,11764919.379999999,9
SC,72618,1321.0,1600141.1400000001,1
SC,72511,1303.0,760789.37,3
SC,70677,1290.0,11259.05,10
SC,00480,1285.0,433393.15,11
SC,44206,1258.0,1292752.67,3
SC,54092,1254.0,2242776.2199999997,5
SC,51759,1254.0,2129285.66,3
SC,52246,1227.0,326033.74,2
SC,49401,1202.0,2682140.85,1
SC,65757,1176.0,2337815.37,3
SC,14539,1126.0,7100.9400000000005,1
SC,71093,1097.0,10505.52,4
SC,70000,1010.0,11708.33,9
SC,52652,1004.0,568162.01,7
SC,70127,991.0,3032348.38,1
SC,69292,975.0,7117.26,2
SC,72060,973.0,1522910.89,1
SC,61703,903.0,11280.13,3
SC,51167,901.0,18905332.3,2
SC,00703,866.0,5560.47,5
SC,54643,794.0,56889.04,2
SC,00131,790.0,995609.21,1
SC,51862,781.0,54098.8,8
SC,00065,776.0,12730.13,8
SC,58406,723.0,5844433.76,3
SC,83257,717.0,331012.66000000003,4
SC,47426,709.0,128845.85,2
SC,84386,685.0,6836.8,1
SC,52536,663.0,464022.61,4
SC,72065,656.0,363995.05,1
SC,13533,647.0,1551128.83,4
SC,70748,646.0,29826.86,5
SC,13925,606.0,16039.9,3
SC,43068,603.0,966861.51,1
SC,71839,602.0,33359.840000000004,2
SC,29033,590.0,8476.75,3
SC,82667,589.0,55342.42,2
SC,81968,587.0,555054.05,2
SC,70370,571.0,4327228.62,1
SC,59353,560.0,30740.35,2
SC,69616,559.0,658045.93,1
SC,10572,551.0,9781.7,1
SC,81298,541.0,2291.29,1
SC,25021,531.0,5724.15,8
SC,42023,501.0,15507.45,3
SC,76282,494.0,1209.48,6
SC,59676,492.0,1614670.82,3
SC,82625,473.0,177547.8,1
SC,71699,471.0,528488.89,1
SC,83034,464.0,487646.04,1
SC,00254,434.0,47817.33,1
SC,70165,425.0,227461.0,2
SC,61269,415.0,13479.1,6
SC,50268,414.0,4267.76,6
SC,69918,411.0,18748.48,3
SC,00562,401.0,31281.52,1
SC,63646,391.0,4868.72,1
SC,00046,388.0,111535.01999999999,2
SC,71671,380.0,77747.52,1
SC,73336,378.0,176741.99,1
SC,71656,367.0,10876.78,5
SC,73562,360.0,907841.77,1
SC,60793,319.0,57760.48,2
SC,73473,313.0,4657.360000000001,1
SC,73059,306.0,157780.21,1
SC,59385,304.0,230756.68,1
SC,71921,297.0,4667.64,3
SC,66689,290.0,65025.59,2
SC,00990,290.0,774.39,2
SC,23635,270.0,94179.25,1
SC,82293,265.0,8199.19,1
SC,67386,255.0,809845.0,2
SC,59365,253.0,296116.89,1
SC,64679,253.0,1666.55,1
SC,67618,251.0,6031.33,2
SC,55724,244.0,174755.31,1
SC,68992,239.0,76497.66,1
SC,68968,238.0,40475.4,3
SC,64896,231.0,289363.72,1
SC,62484,226.0,201233.32,1
SC,68546,225.0,1585114.19,3
SC,81672,225.0,321990.97000000003,1
SC,71770,223.0,512782.4,1
SC,51224,223.0,1547.2199999999998,4
SC,10542,218.0,2371.4,1
SC,58468,216.0,2201157.27,3
SC,00944,215.0,690587.67,3
SC,58284,215.0,339644.29000000004,1
SC,60687,215.0,3576.39,4
SC,24385,212.0,844.86,5
SC,00008,207.0,95928.48,2
SC,64370,205.0,135928.95,1
SC,43376,201.0,2967810.88,1
SC,81520,199.0,125556.95999999999,1
SC,72626,198.0,1447267.7000000002,1
SC,73302,197.0,8442.75,1
SC,62856,196.0,481215.66,2
SC,42794,194.0,3181.16,1
SC,58151,193.0,103803.79,2
SC,62135,193.0,2089.86,4
SC,66215,183.0,2320483.0300000003,3
SC,68817,179.0,150638.15,1
SC,70594,177.0,9432.66,2
SC,80610,171.0,149600.97,1
SC,63020,171.0,4672.03,1
SC,51645,160.0,1573.1499999999999,2
SC,63402,151.0,245402.07,1
SC,82182,150.0,16661.16,1
SC,69339,149.0,1487.43,2
SC,70727,147.0,49515.72,2
SC,60846,146.0,2077.72,1
SC,37205,135.0,1357.07,1
SC,59767,134.0,458765.16,1
SC,68982,134.0,280555.99,1
SC,64406,133.0,1006289.8300000001,2
SC,00955,133.0,34146.39,3
SC,54859,132.0,987.91,3
SC,73154,130.0,225141.69,1
SC,00013,123.0,536269.75,1
SC,83831,123.0,161648.63999999998,3
SC,75987,122.0,4343958.81,3
SC,23359,115.0,2685.09,1
SC,42747,111.0,2105243.56,1
SC,68727,111.0,1790749.33,1
SC,82685,106.0,747.53,1
SC,69557,102.0,59458.8,1
SC,57844,100.0,43441.13,1
SC,66758,97.0,30840.0,2
SC,10370,95.0,4509.34,2
SC,17270,95.0,1667.49,1
SC,73594,93.0,217079.54,1
SC,62935,91.0,13109.52,1
SC,51754,89.0,686.05,2
SC,70515,86.0,51012.149999999994,2
SC,72426,85.0,41718.76,2
SC,15054,83.0,139156.34,3
SC,54123,83.0,44099.03999999999,1
SC,72028,82.0,1119523.9,1
SC,66302,82.0,461820.71,2
SC,59528,82.0,602.7,1
SC,66794,81.0,40818.22,2
SC,50881,80.0,160751.06,1
SC,73606,79.0,41275.57,1
SC,72974,77.0,91288.06,1
SC,00037,76.0,14779.66,1
SC,71321,76.0,236.36,1
SC,10122,74.0,1776262.84,1
SC,80491,69.0,34425.75,1
SC,54482,68.0,59722.16,2
SC,52427,67.0,9444.18,1
SC,83745,67.0,1031.38,1
SC,70860,66.0,1974.54,2
SC,24689,66.0,389.52,1
SC,52856,65.0,726895.34,1
SC,82576,61.0,248859.15,1
SC,82260,60.0,6912.56,2
SC,00299,58.0,346828.92,1
SC,73475,57.0,715321.72,2
SC,42543,56.0,764.46,1
SC,00052,54.0,1314.52,1
SC,59572,53.0,469273.07,2
SC,76045,52.0,1962.7400000000002,1
SC,50991,51.0,294.1,1
SC,17433,49.0,2986.08,1
SC,63090,48.0,2459479.8,1
SC,65628,48.0,21167.35,1
SC,54436,47.0,25592.29,1
SC,65250,47.0,6560.87,1
SC,68047,47.0,375.47,1
SC,44523,46.0,1117.9,1
SC,00085,46.0,298.65,1
SC,71349,45.0,34198.95,1
SC,59922,44.0,51074.22,1
SC,65597,42.0,294471.25,1
SC,71773,42.0,31152.8,1
SC,69076,40.0,991.53,1
SC,82580,39.0,27802.49,1
SC,82829,39.0,23882.67,1
SC,72829,36.0,1153244.1099999999,1
SC,73362,36.0,367412.77,1
SC,72319,35.0,1001.48,1
SC,72611,34.0,11.46,1
SC,70505,33.0,4542.950000000001,1
SC,71104,32.0,808673.81,1
SC,75854,30.0,11171.150000000001,1
SC,83301,29.0,154.19,1
SC,55494,25.0,13242.16,1
SC,71351,25.0,421.1,1
SC,36000,25.0,180.6,1
SC,72579,24.0,301054.12,1
SC,63459,24.0,38320.0,1
SC,69809,24.0,9203.41,1
SC,42494,24.0,4303.35,2
SC,51801,24.0,570.79,1
SC,71143,23.0,14958.02,1
SC,25682,22.0,491808.0,1
SC,71558,22.0,344614.46,1
SC,76961,21.0,11232.02,1
SC,55135,20.0,101036.43,1
SC,59630,19.0,26400.0,1
SC,76075,19.0,15919.58,1
SC,49348,19.0,138.98,1
SC,70801,18.0,4257.34,1
SC,69794,17.0,443515.8,1
SC,81284,17.0,1176.44,1
SC,00049,16.0,9088.36,1
SC,69911,15.0,132627.36,1
SC,81942,15.0,26745.25,1
SC,63833,15.0,14844.53,1
SC,53436,15.0,12580.9,1
SC,00281,15.0,516.26,1
SC,00132,15.0,181.94,1
SC,66658,14.0,98405.37,1
SC,70114,14.0,34416.21,1
SC,52276,14.0,11323.68,1
SC,51079,14.0,278.38,1
SC,60923,13.0,549440.0,1
SC,73150,13.0,305570.61,1
SC,68308,13.0,29623.75,1
SC,67253,13.0,414.86,1
SC,65219,13.0,266.47,1
SC,68084,13.0,44.63,1
SC,83860,12.0,319394.43,1
SC,73179,12.0,251474.59,1
SC,62542,12.0,2667.81,1
SC,11994,12.0,885.66,1
SC,76329,12.0,206.07,1
SC,57782,12.0,76.1,1
SC,60432,12.0,0.0,1
SC,42388,11.0,276656.13,1
SC,78670,11.0,172667.24,1
SC,80056,11.0,19065.91,1
SC,69751,11.0,3473.74,1
SC,00178,11.0,1885.5,1
SC,00071,11.0,1367.57,1
SC,80005,11.0,257.72,1
SC,42658,11.0,196.28,1
SD,65862,50956.0,3598967.36,73
SD,68180,37147.0,1380402.21,41
SD,31722,30096.0,1186976.3,64
SD,29300,29779.0,525495.27,23
SD,00093,26389.0,4150806.81,52
SD,68382,25428.0,720613.11,36
SD,70010,24984.0,999486.86,24
SD,16714,23985.0,1553262.01,73
SD,67877,23095.0,1032790.08,38
SD,68462,19840.0,814470.56,41
SD,13668,17461.0,301200.02,21
SD,16571,15706.0,312647.08,28
SD,50228,15522.0,2115977.09,21
SD,60505,15494.0,1760363.89,37
SD,59651,14561.0,737138.61,41
SD,57237,14203.0,1072036.65,24
SD,00406,13426.0,1560852.6600000001,15
SD,63323,13364.0,2937441.43,37
SD,27241,13131.0,501637.45,17
SD,00904,12961.0,3488147.74,46
SD,55111,12944.0,389468.08999999997,29
SD,43547,12608.0,746807.18,23
SD,42806,11874.0,779987.66,22
SD,66993,10628.0,1566541.97,10
SD,50111,10527.0,1036184.03,6
SD,00378,9659.0,1720996.62,48
SD,00169,9590.0,7608865.84,18
SD,45802,9545.0,2689023.42,27
SD,00143,9515.0,794531.55,20
SD,65162,9453.0,2407931.23,33
SD,33342,9348.0,192860.29,16
SD,72888,9150.0,256842.92,25
SD,23155,9082.0,1058262.15,34
SD,69315,9067.0,231854.17,14
SD,43598,8706.0,719056.77,18
SD,00002,8573.0,8066621.95,15
SD,00054,8476.0,475024.63,25
SD,00338,8339.0,1542841.27,16
SD,69097,8149.0,266385.69,23
SD,69238,7619.0,293566.18,22
SD,62332,7583.0,125326.68000000001,25
SD,51672,7407.0,691283.82,33
SD,00781,7234.0,2643496.6999999997,23
SD,13811,6993.0,599592.07,3
SD,00409,6376.0,540852.22,25
SD,00597,6115.0,3563819.56,7
SD,24979,5993.0,322583.18,7
SD,64380,5984.0,345609.29,18
SD,10702,5618.0,178142.99,11
SD,00555,5456.0,323342.7,20
SD,64980,5450.0,213105.52,22
SD,47781,5406.0,549902.05,10
SD,00121,5323.0,359220.46,20
SD,70954,5319.0,331661.96,20
SD,53746,5252.0,115945.67,9
SD,00228,5075.0,285008.64,8
SD,72205,5014.0,250445.29,12
SD,68645,4854.0,45789.98,10
SD,16729,4831.0,170194.62,17
SD,00264,4567.0,728075.57,8
SD,70700,4528.0,301019.15,20
SD,49483,4508.0,76412.75,6
SD,70756,4504.0,188802.16,17
SD,00527,4382.0,615019.95,14
SD,00185,4363.0,217436.38,5
SD,68001,4319.0,57734.71,26
SD,13107,4262.0,84031.59,5
SD,69367,4158.0,348352.09,16
SD,55513,4110.0,6698527.63,13
SD,69584,4084.0,389676.86,6
SD,00003,4010.0,3675561.39,7
SD,76204,3871.0,530571.73,4
SD,00172,3860.0,371812.27999999997,5
SD,57664,3859.0,466725.84,7
SD,00115,3786.0,291900.83,12
SD,00310,3775.0,2738447.04,9
SD,00116,3590.0,139530.29,2
SD,00641,3513.0,507791.82,12
SD,64850,3431.0,169644.42,2
SD,47335,3406.0,112051.09999999999,8
SD,72603,3383.0,59557.01,24
SD,21922,3363.0,82386.07,11
SD,50458,3307.0,6568757.51,9
SD,76282,3233.0,2529355.46,11
SD,00591,3067.0,170451.48,14
SD,70710,3051.0,198022.7,22
SD,00088,3035.0,468137.71,2
SD,00173,3030.0,2049190.41,8
SD,00074,3007.0,12657575.11,14
SD,51991,2860.0,198066.42,6
SD,27808,2709.0,56197.18,9
SD,73070,2534.0,456589.84,2
SD,51660,2526.0,44299.909999999996,3
SD,61874,2492.0,3376560.67,1
SD,00024,2487.0,7679187.35,9
SD,45963,2475.0,189328.4,5
SD,00487,2427.0,135787.86,4
SD,72578,2391.0,60502.43,18
SD,72241,2331.0,17393.01,2
SD,52817,2307.0,637640.36,9
SD,00517,2183.0,1310910.83,9
SD,61314,2133.0,158875.19,11
SD,69452,2111.0,164703.79,20
SD,70377,2105.0,40476.96,8
SD,42858,2094.0,119426.53,7
SD,50742,2081.0,143838.54,16
SD,00456,2075.0,978264.58,9
SD,00009,2046.0,199417.42,7
SD,00832,1996.0,77000.73,18
SD,70752,1976.0,39460.52,5
SD,50242,1929.0,13148616.02,16
SD,00168,1896.0,150365.14,9
SD,60219,1846.0,139784.52,12
SD,59762,1739.0,725477.65,11
SD,00006,1729.0,5766082.54,10
SD,59417,1723.0,655280.08,8
SD,00023,1616.0,3304977.32,5
SD,65038,1597.0,638037.46,1
SD,24208,1577.0,368381.03,9
SD,49884,1560.0,72762.57,7
SD,68094,1490.0,49099.27,4
SD,24478,1476.0,609897.4400000001,5
SD,67457,1461.0,136158.69,12
SD,25021,1416.0,505437.1,11
SD,42385,1411.0,39090.54,4
SD,71376,1389.0,605629.0599999999,1
SD,00603,1377.0,420444.17,3
SD,59148,1342.0,2745077.02,7
SD,00480,1236.0,218917.82,5
SD,58657,1221.0,112682.6,6
SD,59746,1188.0,133026.8,9
SD,62756,1175.0,45727.65,3
SD,70436,1153.0,24554.87,5
SD,00078,1134.0,3189018.12,4
SD,70069,1123.0,32325.59,9
SD,70677,1113.0,703195.81,4
SD,72516,1106.0,26158.15,2
SD,65757,1105.0,2529447.25,8
SD,00548,1079.0,226615.29,3
SD,61958,1072.0,3939822.26,6
SD,00713,1071.0,94476.62,11
SD,11534,1070.0,130766.28,3
SD,75834,1042.0,399644.46,7
SD,43975,985.0,35146.27,3
SD,78206,970.0,344844.47000000003,5
SD,42571,961.0,19572.49,7
SD,50419,916.0,619321.33,4
SD,63304,831.0,124441.79000000001,5
SD,00245,811.0,90436.3,4
SD,00574,794.0,34582.18,10
SD,17772,772.0,382140.89,3
SD,42192,772.0,48511.369999999995,7
SD,55150,769.0,291597.39,10
SD,72618,766.0,854460.77,1
SD,00407,766.0,167714.66,3
SD,64764,752.0,1118703.58,2
SD,62559,730.0,73232.83,7
SD,35573,703.0,30161.41,3
SD,83257,690.0,141834.65,2
SD,72060,642.0,1018723.44,2
SD,69680,612.0,22686.54,2
SD,65649,608.0,1164889.57,3
SD,81964,573.0,342430.87,2
SD,62175,569.0,98610.22,3
SD,49502,554.0,277141.86,4
SD,43386,554.0,17900.78,3
SD,72485,519.0,65337.130000000005,5
SD,42799,518.0,29967.780000000002,5
SD,70127,511.0,1312103.04,1
SD,65628,507.0,189155.21000000002,1
SD,76045,505.0,83399.99,4
SD,50474,498.0,1118726.23,4
SD,00536,495.0,75550.08,6
SD,71930,487.0,15277.49,2
SD,75907,471.0,24770.76,7
SD,61442,453.0,42746.53,2
SD,62037,451.0,15293.34,1
SD,17270,435.0,14697.560000000001,1
SD,59011,434.0,168631.81,1
SD,51759,425.0,603453.86,2
SD,00069,420.0,1132802.08,7
SD,57894,413.0,6717451.6,7
SD,64950,413.0,28538.260000000002,2
SD,49230,408.0,5408.5,1
SD,14539,404.0,13778.26,1
SD,00642,400.0,93000.38,1
SD,59310,398.0,69395.61,2
SD,60793,379.0,197510.37,1
SD,10572,339.0,45170.41,3
SD,70000,331.0,6034.29,3
SD,00472,329.0,80665.49,5
SD,00186,326.0,176028.59,2
