product_name,total_units,total_prescriptions,total_medicaid_spending,total_non_medicaid_spending,total_reimbursed,ndc_count,labeler_count
ROXYBOND,84256.0,902.0,1571207.8,23158.6,1594366.4,4,1
APLENZIN 3,18509.0,600.0,1564033.26,43229.1,1607262.36,1,1
COSENTYX V,4378.159,684.0,1561955.56,388350.12,1950305.68,1,1
COBENFY 10,54238.0,974.0,1561253.0,40930.98,1602183.98,1,1
XYOSTED 50,5189.5,2426.0,1560981.99,48982.05,1609964.04,1,1
JEVTANA 60,178.903,265.0,1559170.36,128351.31,1687521.6700000002,1,1
ZUBSOLV 2.,151552.0,5635.0,1557958.14,27878.38,1585836.52,1,1
ORENCIA 12,1208.0,302.0,1555084.74,16620.010000000002,1571704.75,1,1
GAVILAX,46533376.0,96851.0,1552856.55,278.56,1553135.11,2,1
FOTIVDA  T,1029.0,49.0,1547898.45,0.0,1547898.45,1,1
CIBINQO 20,8070.0,244.0,1547871.21,22888.64,1570759.85,1,1
RHOGAM ULT,50026.314,18794.0,1546088.07,143298.03,1689386.1,4,1
TAMOXIFEN,3366885.524,79425.0,1545909.72,17025.81,1562935.53,15,5
BREYNA (80,101875.09999999999,9193.0,1539076.64,56901.770000000004,1595978.41,1,1
OPDIVO 100,4679.92,245.0,1538405.6199999999,333129.31,1871534.93,1,1
TRYNGOLZA,24.8,31.0,1537446.19,0.0,1537446.19,1,1
CHILDREN I,30646671.95,163755.0,1536125.67,698.57,1536824.24,36,10
ELIGARD 22,3322.642,3321.0,1531754.88,409771.57,1941526.45,2,1
CLOBAZAM 1,3213803.133,51508.0,1530997.0,133741.84,1664738.84,6,6
NYSTATIN S,13043944.282,92647.0,1530853.91,16965.71,1547819.62,3,2
SYSTANE CO,829533.0,76576.0,1530543.02,1.5,1530544.52,5,1
RIFAMPIN C,1868068.9,29882.0,1516878.04,18356.25,1535234.29,3,1
SOLU-MEDRO,230875.73,177984.0,1515511.8,8018419.08,9533930.88,18,1
MOTPOLY XR,74553.0,1351.0,1515068.86,48484.35,1563553.21,3,1
XOFLUZA 40,9326.0,9279.0,1515053.95,36627.63,1551681.58,1,1
HYQVIA 30,84650.0,208.0,1514416.5,79621.98000000001,1594038.48,1,1
BELBUCA 15,208554.0,3811.0,1514387.33,19328.3,1533715.63,1,1
TRAMADOL T,8245833.5,162119.0,1512308.14,32109.14,1544417.28,3,1
LANTHANUM,676197.24,4129.0,1512022.9,378212.08,1890234.98,9,4
ADBRY  2 C,1504.0,341.0,1507009.57,15745.86,1522755.43,1,1
SULFACETAM,4140565.979,27505.0,1504067.42,37181.37,1541248.79,13,6
MVASI 100,13820.56,1175.0,1503834.02,89481.42,1593315.44,1,1
ROBAFEN DM,17960706.967,78770.0,1502472.8900000001,48.03,1502520.9200000002,3,1
LATUDA (LU,32044.0,987.0,1500904.84,44199.44,1545104.28,5,1
CHEST CONG,34436133.096,148129.0,1498873.24,586.62,1499459.8599999999,11,5
FERAHEME (,94397.605,5535.0,1493668.84,271677.79,1765346.63,1,1
DEXTROSE 5,52164547.462,59299.0,1493003.4200000002,4818085.53,6311088.95,61,8
BANOPHEN,6762007.5,177740.0,1487705.19,773398.61,2261103.8,10,1
FLEQSUVY 2,273496.0,1198.0,1486055.0,56115.15,1542170.15,2,1
XOLAIR 75,1171.955,1497.0,1485651.5,71702.91,1557354.41,3,1
JUNEL FE,4754150.0,96725.0,1481504.54,2059.78,1483564.32,2,1
RENVELA,265908.0,1102.0,1480941.31,2827.01,1483768.32,1,1
CIMERLI,163.758,2705.0,1480708.03,359213.77999999997,1839921.81,4,2
DIFICID 20,6394.0,348.0,1480236.66,84451.88,1564688.54,1,1
NOVOLOG FP,248432.0,12169.0,1478633.95,52059.59,1530693.54,1,1
ARTHRITIS,10667383.234000001,92946.0,1477680.16,521.46,1478201.62,12,6
FLUTICAS/S,903841.0,13222.0,1477128.95,38867.25,1515996.2,1,1
VALSARTAN-,4021647.0,82481.0,1476713.4,23832.2,1500545.6,31,5
GADAVIST,715467.459,68784.0,1474360.56,2389333.06,3863693.62,16,1
PROAIR RES,13577.55,18923.0,1474075.26,7974.110000000001,1482049.37,1,1
HYRIMOZ(CF,190.4,173.0,1471897.2200000002,63190.51,1535087.73,1,1
MOVANTIK 1,104746.5,3482.0,1470766.35,14880.06,1485646.41,1,1
ZTALMY (GA,66550.0,91.0,1470410.19,134713.2,1605123.39,1,1
MAYZENT FC,4500.0,140.0,1469732.92,19239.730000000003,1488972.65,1,1
OFEV 100 M,6630.0,132.0,1469673.8800000001,7323.85,1476997.73,1,1
CPRFLXNHCL,46761.167,15752.0,1469604.35,47276.73,1516881.08,1,1
JATENZO,116950.0,1727.0,1468839.02,31502.16,1500341.18,3,1
BRIDION,10362.072,9305.0,1467112.1300000001,4298576.62,5765688.75,4,1
VYKAT XR (,2080.0,57.0,1465817.27,0.0,1465817.27,2,1
PRIMIDONE,6455441.46,78192.0,1461820.6199999999,23046.01,1484866.63,22,10
ORILISSA 2,71003.0,1243.0,1461409.3,26313.64,1487722.94,1,1
CLEAR NICO,815126.0,34086.0,1458576.96,2527.69,1461104.65,7,1
CROTAN,424717.0,1696.0,1454610.6400000001,887.94,1455498.58,2,1
SILVER SUL,8693452.287,85765.0,1453554.08,20890.510000000002,1474444.59,17,3
TAZVERIK,17369.0,83.0,1453162.87,41523.1,1494685.97,1,1
"KEPPRA 1,0",77732.0,757.0,1449732.96,51784.51,1501517.47,1,1
TRIAMTEREN,5127526.5,111222.0,1445149.54,21042.29,1466191.83,29,11
NEO-SYNALA,92040.0,1534.0,1444108.8399999999,756.23,1444865.0699999998,1,1
LEVONORGES,3209403.481,63918.0,1442364.3800000001,9229.960000000001,1451594.34,19,7
RETACRIT 4,7531.975,4627.0,1439872.54,304654.99,1744527.53,6,2
GILENYA 0.,3870.0,134.0,1439539.36,0.0,1439539.36,1,1
HYMPAVZI 1,94.0,23.0,1438503.6,0.0,1438503.6,1,1
CARBIDOPA-,9084047.206,62493.0,1437489.64,15897.68,1453387.32,71,19
AVYCAZ,3269.75,335.0,1435029.43,8459.05,1443488.48,2,1
NPLATE 500,407.526,338.0,1433070.09,138224.75,1571294.84,1,1
GALAFOLD,658.0,47.0,1432370.01,3.0,1432373.01,1,1
ADBRY  1 C,1616.0,498.0,1430235.1400000001,172558.07,1602793.21,1,1
JAVYGTOR S,35180.0,139.0,1428447.48,50531.52,1478979.0,2,1
ESTRING 2M,2685.0,2681.0,1428332.22,35959.3,1464291.52,1,1
CLIMARA: E,83746.0,7467.0,1425925.91,66270.16,1492196.07,5,1
VYZULTA,14047.167,4005.0,1421467.43,4061.86,1425529.29,2,1
POKONZA,51800.0,952.0,1420996.69,0.0,1420996.69,2,1
CHLD ACETA,11605358.98,58147.0,1419621.56,136.45,1419758.01,12,6
BRINEURA,108.0,54.0,1417990.78,0.0,1417990.78,1,1
DEPO-PROVE,35785.885,26981.0,1417926.58,272328.91,1690255.49,4,1
REVATIO 20,23568.0,295.0,1416408.3699999999,0.0,1416408.3699999999,1,1
REFRESH CL,985848.638,71175.0,1415337.92,16.439999999999998,1415354.36,2,1
NICOTINE 1,861726.0,33669.0,1413253.93,7420.79,1420674.72,13,7
CEREZYME 4,797.0,73.0,1412428.41,0.0,1412428.41,1,1
CHENODAL,2700.0,27.0,1412177.75,0.0,1412177.75,1,1
YESINTEK I,803.998,841.0,1410237.4,183380.33,1593617.73,2,1
WATER,75319893.123,48598.0,1410194.43,263182.92,1673377.35,40,7
XELODA,34442.0,443.0,1409962.67,0.0,1409962.67,2,1
GAMMAKED 2,76000.0,118.0,1409576.25,35574.270000000004,1445150.52,1,1
MICONAZOLE,3299488.282,87282.0,1408373.36,5268.19,1413641.55,32,12
KYPROLIS 3,1198.786,754.0,1406789.2,285708.6,1692497.8,1,1
NORGESIC F,67430.0,469.0,1406552.8399999999,0.0,1406552.8399999999,1,1
DABIGATRAN,1129657.0,13272.0,1405960.48,54906.12,1460866.6,13,7
DOXEPIN HY,3693840.25,92162.0,1405184.44,20584.31,1425768.75,40,10
PODOFILOX,33419.754,9173.0,1404633.2,26250.84,1430884.04,2,1
WESTAB PLU,4429496.0,108990.0,1403711.91,6064.59,1409776.5,1,1
PENTOXIFYL,3473330.5,55100.0,1403346.67,9335.13,1412681.8,7,4
IWILFIN TA,16350.0,117.0,1402270.25,142800.02,1545070.27,1,1
ANNOVERA,614.326,616.0,1401211.43,23255.739999999998,1424467.17,2,2
CABERGOLIN,532459.36,54112.0,1399428.53,24660.61,1424089.14,7,7
XALKORI  C,3540.0,55.0,1396519.3,0.0,1396519.3,1,1
PEMETREXED,13463.814,4834.0,1394724.19,665222.01,2059946.2,21,9
YCANTH,983.7,1396.0,1394675.42,2139.16,1396814.58,2,1
PILOCARPIN,3202567.0,33979.0,1394199.26,21455.69,1415654.95,18,10
XDEMVY 0.2,7650.0,765.0,1393368.3499999999,48199.38,1441567.73,1,1
ADMELOG,187749.915,12557.0,1391904.74,691882.26,2083787.0,2,1
CORTISPORI,61470.5,5997.0,1391285.17,21125.79,1412410.96,1,1
CLARAVIS,477560.0,10248.0,1389681.18,21029.33,1410710.51,5,1
CLOBAZAM T,3108405.4,46682.0,1386768.03,95285.33,1482053.36,4,2
RELISTOR 1,36920.492,865.0,1386735.12,4855.26,1391590.3800000001,3,1
ILLUCCIX,2176.0,435.0,1384856.53,452097.75,1836954.28,2,1
KLOXXADO,21910.0,10797.0,1383265.1,2142.83,1385407.93,1,1
ALIMTA,1606.88,395.0,1382043.06,79783.86,1461826.9200000002,2,1
SPRINTEC T,5269913.135,105709.0,1380172.99,7378.97,1387551.96,1,1
PROPOFOL,1826825.456,58427.0,1379076.3,7587277.11,8966353.41,49,12
TIVDAK,197.7,109.0,1377974.57,235819.54,1613794.1099999999,1,1
RHOPHYLAC,16372.694,16156.0,1373892.65,207359.28,1581251.93,3,1
LOREEV XR,96261.0,3236.0,1373605.25,22481.52,1396086.77,4,1
BISMUTH SU,2737609.0,10713.0,1372776.15,13399.33,1386175.48,6,5
ADEMPAS 0.,8856.0,104.0,1372522.35,9896.89,1382419.24,1,1
EOHILIA,450530.0,760.0,1372011.08,47794.88,1419805.96,1,1
PERPHENAZI,3188784.5,51838.0,1363578.91,24869.15,1388448.06,36,10
PIPERACILL,197312.203,37149.0,1363096.5,1346128.41,2709224.91,76,13
HUMIRA 10M,486.7,240.0,1362128.19,236395.65,1598523.84,1,1
DEPO-MEDRO,425891.139,228506.0,1358878.73,3567757.28,4926636.01,15,1
PROCTO-MED,2495951.222,79908.0,1357594.27,8924.3,1366518.57,2,1
ALYMSYS (B,13080.4,834.0,1356133.61,216655.33000000002,1572788.94,2,1
DOTTI (EST,218397.0,22444.0,1354822.44,27986.22,1382808.66,5,1
CIPRO HC O,38457.0,3839.0,1352670.88,13568.85,1366239.73,2,2
PKGS LISDE,228769.0,7758.0,1349974.65,45207.18,1395181.83,5,1
SYMPAZAN 1,43004.0,723.0,1349652.25,24029.870000000003,1373682.12,1,1
BOSULIF 40,1966.0,73.0,1347919.4100000001,0.0,1347919.4100000001,1,1
ARAZLO,115950.0,2558.0,1343137.95,6864.17,1350002.1199999999,1,1
PYLARIFY 3,316.50600000000003,444.0,1342671.17,246707.2,1589378.37,2,1
TYMLOS 80,773.76,494.0,1339043.5,20870.809999999998,1359914.31,1,1
METORPROLO,10602978.1,125957.0,1337846.21,13327.95,1351174.16,3,1
VPRIV  VEL,898.0,65.0,1336264.02,0.0,1336264.02,1,1
AMNESTEEM,435095.0,9252.0,1329601.76,31961.29,1361563.05,4,1
SELARSDI P,311.0,328.0,1328453.03,13955.84,1342408.87,2,1
PYRIMETHAM,5689.0,127.0,1323000.06,0.0,1323000.06,4,3
EPLERENONE,1960350.5,35630.0,1322326.45,25038.56,1347365.01,25,8
LETROZOLE,3624562.0,107187.0,1321027.85,35619.65,1356647.5,11,7
PEMFEXY (P,13905.0,412.0,1319969.3,378471.77,1698441.07,1,1
REVLIMID 2,1456.0,72.0,1318171.51,0.0,1318171.51,2,1
COMPLERA T,10800.0,354.0,1318112.31,10481.96,1328594.27,1,1
TADLIQ 20,107797.715,787.0,1313243.32,95981.40000000001,1409224.72,1,1
GVOKE PFS,827.6,2559.0,1311862.1199999999,30060.47,1341922.59,2,1
EVRYSDI 5,1440.0,48.0,1310708.54,307813.1,1618521.6400000001,1,1
TOLTERODIN,2061186.4,46974.0,1310318.23,26408.39,1336726.62,38,10
CEFEPIME P,198532.954,14399.0,1305112.32,64140.98,1369253.3,12,1
PRASUGREL,2300627.0,52482.0,1304888.42,19523.829999999998,1324412.25,9,6
RECARBRIO,1488.69,126.0,1300204.4,0.0,1300204.4,2,1
DOXAZOSIN,5919367.0,125381.0,1299039.77,15251.92,1314291.69,48,11
OJJAARA,1350.0,45.0,1298814.9,0.0,1298814.9,1,1
VIJOICE 12,1456.0,52.0,1296723.49,345396.91000000003,1642120.4,1,1
REVLIMID 5,1433.0,74.0,1294775.3,0.0,1294775.3,1,1
LOTEPREDNO,64399.5,10432.0,1294478.69,23816.39,1318295.08,16,6
VERKAZIA,25272.0,696.0,1291083.65,1667.22,1292750.8699999999,1,1
FYCOMPA 4,39060.7,1066.0,1290832.72,219260.91,1510093.6300000001,1,1
TETRABENAZ,261284.0,3711.0,1287428.75,29353.57,1316782.32,11,6
CHOLBAM 50,3720.0,49.0,1280658.3599999999,0.0,1280658.3599999999,2,2
ENLYTE SOF,257463.0,8517.0,1279834.83,3058.08,1282892.9100000001,1,1
TAKHZYRO 1,98.0,62.0,1278221.21,0.0,1278221.21,1,1
PRAZOSIN 1,5356083.0,109393.0,1277453.11,23440.47,1300893.58,20,13
IPRATROPBR,13088068.391,56073.0,1273763.29,75576.74,1349340.03,2,1
UREA,346003.244,2440.0,1272726.65,1932.79,1274659.44,13,6
LEUKINE,4542.7,627.0,1271127.8900000001,33404.09,1304531.98,2,1
DIAZEPAM 5,7682101.87,103416.0,1270786.11,44450.39,1315236.5,14,8
TASIGNA 20,6860.0,68.0,1269345.27,0.0,1269345.27,1,1
HUMATE-P 2,835476.0,60.0,1266841.73,30327.43,1297169.16,1,1
FLECAINIDE,4966189.032,61173.0,1265353.67,23331.420000000002,1288685.09,23,7
XATMEP,62723.15,2008.0,1262934.01,40043.22,1302977.23,2,1
ABILIFY,66988.0,1664.0,1261852.73,75865.83,1337718.56,6,1
LEVORPHANO,62525.0,757.0,1257099.32,6461.66,1263560.98,5,5
EXEMESTANE,1116056.0,27537.0,1254704.3,20120.14,1274824.44,9,9
VELETRI EP,26878.366,442.0,1254699.72,45937.21,1300636.93,1,1
FETZIMA 40,74812.0,2254.0,1254294.06,23700.68,1277994.74,1,1
PRED NA PH,4081349.4020000002,96744.0,1248007.57,24475.61,1272483.18,2,1
DIPHENOXYL,4564643.0,69285.0,1247527.86,17422.68,1264950.54,9,6
COPAXONE 2,5430.0,181.0,1247254.03,0.0,1247254.03,1,1
SANCUSO,1975.0,771.0,1245917.52,63979.61,1309897.13,1,1
RELPAX,16088.0,1677.0,1244066.47,0.0,1244066.47,6,2
SELENIUM S,7399301.8,50975.0,1243441.99,9187.460000000001,1252629.45,6,5
SPRINTEC,4388639.0,98410.0,1238766.62,6418.17,1245184.79,1,1
GLATOPA,9535.0,786.0,1230585.33,7171.7300000000005,1237757.06,1,1
CAPLYTA 10,23054.0,785.0,1226136.29,12057.51,1238193.8,1,1
PROGRAF,224826.5,1778.0,1224600.09,148519.12,1373119.21,6,1
CUVITRU 4G,31385.0,452.0,1223798.8,100054.81,1323853.6099999999,1,1
RASUVO 25,4486.0,1965.0,1222688.96,48107.14,1270796.1,1,1
BREYNA  16,110781.5,6885.0,1220237.91,841106.3200000001,2061344.23,1,1
CLINOLIPID,7768046.15,6673.0,1220170.77,141623.69,1361794.46,7,1
SELARSDI 9,313.0,310.0,1219929.8399999999,8093.7,1228023.54,1,1
DOXYCYLINE,92448.0,1312.0,1219556.7999999998,1546.44,1221103.24,1,1
HYQVIA 20,86210.0,244.0,1218664.95,236684.34,1455349.29,1,1
MVASI  BEV,15886.0,732.0,1215697.12,93081.94,1308779.06,2,1
SPIRIVA 90,111150.0,1349.0,1212992.62,7128.82,1220121.44,1,1
CUVITRU 8G,33200.0,244.0,1211202.89,45679.979999999996,1256882.8699999999,1,1
FYCOMPA 6,33296.0,966.0,1211161.48,85145.04,1296306.52,1,1
FERAHEME 5,63536.047,4653.0,1210329.7,81895.22,1292224.92,2,1
CERDELGA (,2492.0,49.0,1209557.5,248575.7,1458133.2,1,1
TARPEYO DR,7980.0,70.0,1208141.55,0.0,1208141.55,1,1
FLEQSUVY 5,212086.0,1084.0,1207706.1,25283.54,1232989.64,1,1
ENBRACE HR,261066.0,8777.0,1204363.44,5021.45,1209384.8900000001,1,1
TRIHEXYPHE,8273225.4,77949.0,1203786.96,55739.22,1259526.18,11,4
HYPERRAB 1,2304.5,675.0,1202656.66,59403.07,1262059.73,2,1
SARCLISA (,7850.4,256.0,1202098.53,121801.13,1323899.66,2,1
TROSPIUM C,1544798.0,25537.0,1200555.67,29717.76,1230273.43,13,10
MIGLUSTAT,11136.0,94.0,1198675.41,463383.66,1662059.0699999998,1,1
CHENODAL 2,2530.0,36.0,1193444.37,56114.0,1249558.37,1,1
SYFOVRE,226.049,1884.0,1193295.57,2239914.07,3433209.64,1,1
PRAZOSIN 2,4527314.0,90251.0,1191688.63,21690.24,1213378.87,16,10
MULTIVITAM,4350929.0,90383.0,1191138.93,1492.8700000000001,1192631.8,26,6
LUCEMYRA (,51406.0,529.0,1190618.27,3736.85,1194355.1199999999,2,1
NIVESTYM (,4499.826,1695.0,1189881.17,79599.23,1269480.4,6,1
NATAZIA,138750.538,2866.0,1189366.03,14883.59,1204249.62,1,1
PIQRAY,2800.0,50.0,1185326.52,0.0,1185326.52,1,1
JOURNAVX (,78450.0,2567.0,1184309.66,11827.08,1196136.74,2,1
PATADAY ON,146250.064,50560.0,1183084.85,494.48,1183579.33,4,1
CARBOPLATI,1396298.003,31814.0,1183052.82,4214188.91,5397241.7299999995,22,7
JAKAFI 20,4140.0,70.0,1183002.18,0.0,1183002.18,1,1
TRIAMCIN A,7691961.64,102257.0,1181226.49,163775.65,1345002.14,16,2
FETZIMA 80,70353.0,2144.0,1179413.24,14102.869999999999,1193516.1099999999,1,1
ORGOVYX 12,15150.0,494.0,1179093.05,177574.80000000002,1356667.85,1,1
STELARA 13,14674.231,237.0,1178037.31,9320.93,1187358.24,1,1
LOVASTATIN,5750189.0,111587.0,1177561.48,19020.96,1196582.44,28,5
SAVELLA 25,144109.0,2129.0,1177049.48,10213.14,1187262.62,1,1
DOTTI,179179.0,17780.0,1174714.31,23437.52,1198151.83,5,1
LANREOTIDE,154.181,390.0,1173659.17,681535.36,1855194.53,2,1
DIAZOXIDE,179317.74,1753.0,1172950.6,79896.3,1252846.9,2,2
GLASSIA 1G,1933936.89,240.0,1169218.22,14373.85,1183592.07,2,1
TAVABOROLE,90343.575,8035.0,1164279.44,618.98,1164898.42,5,5
PREVACID,91525.0,2088.0,1162863.37,54276.56,1217139.93,3,1
JIVI 1000I,225690.0,110.0,1162416.51,0.0,1162416.51,1,1
QUVIVIQ 25,73001.0,2464.0,1161309.71,32329.86,1193639.57,1,1
INFED 100,75389.45,4878.0,1160654.69,62145.9,1222800.59,2,1
SPINOSAD .,590346.0,4836.0,1160642.01,35233.38,1195875.39,1,1
BRIVIACT 2,55533.0,841.0,1160226.03,142526.0,1302752.03,1,1
VECTIBIX 1,3986.9300000000003,368.0,1159593.03,25894.78,1185487.81,1,1
BRIVIACT 7,57800.0,835.0,1159570.13,190498.17,1350068.3,1,1
GRANIX 480,2581.0,670.0,1158859.89,1427.33,1160287.22,6,1
PIQRAY TAB,2096.0,51.0,1156372.01,0.0,1156372.01,2,1
M-NATAL PL,4283203.0,104428.0,1156271.75,3630.94,1159902.69,1,1
ELOCTATE 2,342510.0,37.0,1155719.8900000001,28293.67,1184013.56,1,1
PROCRIT (E,35541.59,4617.0,1154803.76,346168.35,1500972.1099999999,11,1
SMZ/TMP DS,2181968.338,127915.0,1151322.57,20641.2,1171963.77,2,1
DEXILANT D,118233.0,2165.0,1145397.65,845.93,1146243.58,3,1
PROGRAF 1M,200243.0,1486.0,1143085.83,91860.15000000001,1234945.98,1,1
BORTEZOMIB,17071.311,21262.0,1141955.71,2210749.98,3352705.69,20,16
PANHEMATIN,85.0,114.0,1141173.43,0.0,1141173.43,1,1
SUPREP BOW,17708.164,14186.0,1140411.65,7714.56,1148126.21,3,2
HETLIOZ 20,1710.0,57.0,1140079.8599999999,132154.11000000002,1272233.97,1,1
YESINTEK,418.5,455.0,1137235.29,25696.359999999997,1162931.65,2,1
QULIPTA 30,31637.0,1058.0,1135719.68,16863.4,1152583.08,1,1
COLISTIMET,41675.222,714.0,1134911.54,14931.080000000002,1149842.62,5,3
AZSTARYS 2,88833.0,3020.0,1134323.03,99020.27,1233343.3,1,1
PHENTERMIN,3666859.5,123264.0,1132249.34,12352.08,1144601.42,29,8
NEBIVOLOL,3263885.0,68082.0,1132075.54,28754.28,1160829.82,43,8
INFANT'S S,566581.878,14369.0,1128824.06,40416.11,1169240.17,1,1
YAZ,194986.4,5318.0,1128749.35,19638.71,1148388.06,2,1
FETZIMA 12,67196.0,2073.0,1128308.83,10283.99,1138592.82,1,1
LAMICTAL 1,111458.0,1101.0,1125714.65,112573.06,1238287.71,2,1
COSELA (TR,965.352,863.0,1125249.82,168007.38,1293257.2,1,1
"ADVATE 2,4",980273.0,48.0,1124684.58,435801.76999999996,1560486.35,1,1
QBRELIS,277128.0,1919.0,1121615.58,70710.92,1192326.5,1,1
PREVACID D,88131.0,1732.0,1121450.33,25053.53,1146503.86,3,1
DEPO-ESTRA,24527.6,5051.0,1121403.55,20721.41,1142124.96,1,1
DILANTIN 1,715923.0,5315.0,1118051.8900000001,12716.32,1130768.21,6,2
ORLISTAT,174026.0,1962.0,1117843.93,4585.7,1122429.63,1,1
NIKKI,2929383.166,55920.0,1117772.66,3247.02,1121019.68,2,1
ZINC TRACE,62944.101,3129.0,1116399.09,341454.18,1457853.27,2,1
TREMFYA IN,172.0,43.0,1116242.84,62362.3,1178605.1400000001,1,1
WAINUA,20.8,26.0,1112618.22,0.0,1112618.22,1,1
ZOLEDRONIC,1284939.334,20921.0,1112609.49,1065054.95,2177664.44,24,14
XALKORI,2820.0,47.0,1112377.56,0.0,1112377.56,1,1
PREMARIN N,161714.0,4144.0,1111710.64,11128.269999999999,1122838.91,2,1
GOLYTELY,174760527.0,43722.0,1110967.15,8821.42,1119788.57,2,2
NEFFY,3348.0,1430.0,1110797.11,31423.7,1142220.81,2,1
ISONIAZID,1061858.481,23224.0,1110705.06,6308.349999999999,1117013.41,13,7
PYLERA,446738.0,3468.0,1109371.89,761.75,1110133.64,2,2
NIKTIMVO,44.86,184.0,1108234.0,0.0,1108234.0,2,1
IMITREX,2484.0,799.0,1107601.52,0.0,1107601.52,3,1
MIXED AMP,145892.0,4884.0,1107364.78,54824.77,1162189.55,4,1
DIPRIVAN (,4374352.453,137952.0,1100312.74,8217005.99,9317318.73,15,2
COBENFY 50,38465.0,739.0,1099884.45,40316.14,1140200.59,1,1
SENNA-TIME,9381872.226,176296.0,1098210.33,2543.75,1100754.08,4,1
AFINITOR 7,1660.0,46.0,1097302.8399999999,0.0,1097302.8399999999,1,1
ASTAGRAF X,131787.0,1810.0,1094874.77,36602.54,1131477.31,3,1
ELYXYB,37891.8,1234.0,1092957.86,15800.67,1108758.53,1,1
ADAPALENE-,1420640.0,31305.0,1092731.13,42759.42,1135490.55,11,9
HAEGARDA 2,496.0,49.0,1091510.55,77835.12,1169345.67,1,1
HYFTOR 0.2,6000.0,346.0,1086206.53,53922.69,1140129.22,1,1
CHLORDIAZE,2096314.5,85862.0,1085925.52,15699.17,1101624.69,18,9
AUVI-Q .1M,3399.0,1524.0,1081224.54,33836.9,1115061.44,2,1
CILOSTAZOL,4853988.0,72690.0,1080123.76,13372.12,1093495.88,9,5
KIMMTRAK,46.519999999999996,172.0,1079270.46,674754.61,1754025.07,1,1
KLOXXADO (,18382.0,8079.0,1075583.54,12332.01,1087915.55,1,1
ZENATANE C,418475.0,9545.0,1074886.42,47594.57,1122480.99,3,1
KRAZATI (A,8628.0,61.0,1073805.55,0.0,1073805.55,1,1
ONUREG  AZ,574.0,41.0,1073529.78,0.0,1073529.78,1,1
EDARBYCLOR,126021.0,2915.0,1073165.53,12187.52,1085353.05,2,1
RAYALDEE,26582.0,720.0,1072053.11,0.0,1072053.11,1,1
NOVOLOG PE,140064.5,6463.0,1070306.19,180728.83,1251035.02,2,1
KYPROLIS 6,397.27000000000004,339.0,1069992.3699999999,82653.68,1152646.05,1,1
ALYMSYS,14821.0,1029.0,1069659.8699999999,440864.79,1510524.66,2,1
YCANTH TOP,741.65,1043.0,1067851.8,10895.17,1078746.97,2,1
FETROJA,3529.0,456.0,1067037.33,165532.78,1232570.1099999999,1,1
LUBRICANT,2300823.372,72544.0,1065573.6,39.739999999999995,1065613.34,20,8
RIFAMPIN,1254283.784,21542.0,1065286.82,6744.51,1072031.33,9,6
AIMOVIG,1503.0,1486.0,1065074.0,55220.96000000001,1120294.96,2,1
KIPROFEN,77733.0,708.0,1062032.02,0.0,1062032.02,1,1
REBIF (INT,765.0,131.0,1060596.45,93183.3,1153779.75,1,1
DEFINITY V,20498.97,11543.0,1060438.3,329107.38,1389545.68,4,1
VENOFER 20,204687.4,15614.0,1060363.3599999999,108982.15,1169345.51,2,1
BUP/NAL 2M,436766.5,9341.0,1060091.99,376.65,1060468.64,1,1
RYTARY,258121.0,1259.0,1058864.24,19918.79,1078783.03,4,1
ABRYSVO,3415.5,3486.0,1058785.25,5050.41,1063835.66,5,1
AYVAKIT 25,870.0,30.0,1058228.9300000002,115854.72,1174083.65,1,1
RASUVO 20,3054.0,1692.0,1058058.8699999999,14701.539999999999,1072760.41,1,1
HAILEY FE,3647227.698,71596.0,1057708.58,3206.66,1060915.24,4,1
HYPERRAB,2553.0,682.0,1057608.15,150330.41,1207938.56,4,1
ICLUSIG 30,1410.0,54.0,1056993.6199999999,0.0,1056993.6199999999,1,1
CHOLBAM CA,3450.0,48.0,1055425.12,29907.43,1085332.55,2,2
CORLANOR (,107053.0,1848.0,1054688.83,15223.22,1069912.05,3,1
SYMPAZAN 2,17057.0,324.0,1054256.2,39883.11,1094139.31,1,1
DOCIVYX 16,2154.458,191.0,1052258.0,18984.2,1071242.2,1,1
VIIBRYD 40,91017.0,2881.0,1051307.42,13367.73,1064675.15,1,1
EE/ETONOGE,13240.36,6618.0,1051105.54,2059225.76,3110331.3,2,1
NEFFY 2 MG,3224.0,1325.0,1049038.81,21648.920000000002,1070687.73,1,1
PRADAXA,325727.0,4719.0,1047035.39,2511.46,1049546.85,4,1
INCRELEX,320.0,35.0,1044411.3,0.0,1044411.3,1,1
PERTZYE 24,138529.0,250.0,1042679.61,64051.72,1106731.33,2,1
FLUOCIN AC,4157406.187,37436.0,1041509.48,36934.04,1078443.52,3,1
ALPROLIX 5,285818.0,127.0,1040239.89,0.0,1040239.89,1,1
POMALYST 4,924.0,47.0,1039583.99,79.0,1039662.99,1,1
RENVELA 80,187583.0,911.0,1039370.83,67.8,1039438.63,2,1
ITRACONAZO,1024446.4,12087.0,1038939.76,17774.9,1056714.66,10,8
OLUMIANT 2,12819.0,378.0,1038202.51,136521.41999999998,1174723.93,1,1
LEQVIO,801.15,561.0,1037899.35,504520.43,1542419.78,1,1
RELION NOV,194811.0,8753.0,1036934.68,18031.739999999998,1054966.42,9,1
MIRCERA 20,13521.85,12557.0,1036499.53,451636.39,1488135.9200000002,1,1
PLEGRIDY P,240.0,120.0,1032920.29,0.0,1032920.29,1,1
